ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft
19543,RT,Not In Park,Prior Lake,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Spring Lake Regional Trail,49.27
19544,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Spring Lake Regional Trail,3617.84
19545,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1268.13
19546,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1151.87
19547,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1819.02
19548,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,2015.67
19549,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,683.22
19550,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,675.32
19551,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,868.75
19552,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1393.96
19553,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,242.7
19554,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,498.35
19555,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,648.56
19557,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1548.0
19558,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,432.45
19559,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,736.98
19561,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1857.54
19567,RT,Not In Park,Shakopee,Bridge,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,246.61
19568,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,308.52
19569,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,27.05
19570,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1414.9
19571,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,43.82
19572,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,285.06
19573,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,654.23
19574,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,37.16
19575,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,669.82
19576,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,40.09
19577,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,256.66
19578,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,54.85
19579,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,410.02
19580,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1436.65
19982,RT,Not In Park,Brooklyn Park,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Crystal Lake Regional Trail,108.91
19983,PT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,439.32
19984,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,179.42
19985,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,183.56
19986,PT,Not In Park,Coon Rapids,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,46.45
19993,PT,Lake Rebecca,Greenfield,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,396.61
19994,PT,Lake Rebecca,Greenfield,Crosswalk,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,31.25
19996,PT,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,237.64
20394,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,197.7
20398,PT,Fish,Maple Grove,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,209.67
20411,PT,Bryant,Eden Prairie,Mowed,10.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,2459.17
20412,PT,Bryant,Eden Prairie,Mowed,10.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,618.85
20415,PT,Bryant,Eden Prairie,Mowed,10.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,348.79
20416,PT,Bryant,Eden Prairie,Mowed,10.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,397.47
20417,PT,Bryant,Eden Prairie,Mowed,10.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,722.72
21218,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,2872.17
21219,PT,Murphy-Hanrehan,Savage,Boardwalk,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,134.86
21220,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,122.55
21221,PT,Murphy-Hanrehan,Savage,Dirt/Minimum Maintenance,8.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,675.77
21222,PT,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,93.59
21224,PT,Cleary,Credit River Twp.,Snow Only,16.0,,"Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",False,,1272.41
21228,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,198.28
21229,PT,Elm Creek,Champlin,Bridge,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,32.61
21232,PT,Lake Rebecca,Greenfield,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,326.51
22032,RT,Not In Park,Hopkins,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,87.21
22033,RT,Not In Park,Hopkins,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,34.62
22034,RT,Not In Park,Hopkins,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,174.44
22035,RT,Not In Park,Hopkins,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,19.24
22036,RT,Not In Park,Hopkins,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,1134.89
22045,PT,Silverwood,St. Anthony,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,180.93
22046,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,172.44
22449,PT,Elm Creek,Maple Grove,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,128.78
24054,PT,Bryant,Eden Prairie,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,362.73
24055,PT,Bryant,Eden Prairie,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,251.64
24056,PT,Bryant,Eden Prairie,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,207.74
24057,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,20.23
24459,PT,Crow-Hassan,Rogers,Shared surface,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,2296.12
24460,PT,Crow-Hassan,Rogers,Shared surface,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,723.31
24462,PT,Crow-Hassan,Rogers,Shared surface,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,2762.27
24859,PT,Silverwood,St. Anthony,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,491.24
24861,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,827.75
24862,RT,Not In Park,Maple Grove,Boardwalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,619.89
24866,PT,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,True,,240.43
25265,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,822.21
25267,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,319.22
25268,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,2148.92
25269,PT,Elm Creek,Dayton,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,2616.73
25270,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,65.5
25271,PT,Elm Creek,Maple Grove,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,24.65
25272,PT,Elm Creek,Champlin,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,574.44
25273,PT,Elm Creek,Champlin,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,479.46
25274,PT,Elm Creek,Champlin,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,511.42
25276,PT,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,111.03
25277,PT,Elm Creek,Dayton,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,350.09
26115,PT,Eagle,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,102.11
26121,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,80.46
26122,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,37.92
26125,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,,258.39
26126,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,,311.18
26530,RT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Baker/Carver Regional Trail,238.91
26535,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,281.93
26938,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,117.34
26939,PT,Elm Creek,Dayton,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,326.59
27338,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,274.35
27339,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,36.45
27740,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,102.83
27741,RT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,77.21
27744,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,140.43
28144,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,57.58
28146,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,2533.42
28148,PT,Baker,Medina,Snow Only,,,Snowmobile,False,,850.13
28152,PT,Not In Park,Medina,Mowed,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,384.55
28154,PT,Baker,Medina,Mowed,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,110.61
28155,PT,Not In Park,Medina,Snow Only,,,Snowmobile,False,,128.29
28157,RT,Not In Park,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,379.57
28158,RT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,227.74
28160,RT,Not In Park,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,490.88
28161,RT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,368.2
28974,RT,Not In Park,Hopkins,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,44.4
29374,PT,Sochacki,Robbinsdale,Gravel,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1518.61
29434,PT,Hyland,Bloomington,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,318.43
29435,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1595.87
29436,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1265.34
29437,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,110.79
29438,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1397.42
29439,PT,Not In Park,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,183.78
29440,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,107.47
29442,PT,Hyland,Bloomington,Mowed,10.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1346.72
29443,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,133.88
29445,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Prairie Trail,582.57
29447,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Prairie Trail,183.06
29448,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Aspen Trail,626.2
29450,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1189.61
29451,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,606.11
29452,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,46.37
29453,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,216.74
29454,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,404.57
29455,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,82.02
29456,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Aspen Trail,702.18
29457,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,1256.55
29458,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,98.08
29459,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,815.76
29460,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,111.13
29461,PT,Hyland,Bloomington,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1437.27
29462,PT,Hyland,Bloomington,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lake Trail,3243.19
29463,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,75.34
29464,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,2102.36
29465,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,336.52
29467,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Oak Trail,640.2
29468,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,518.57
29469,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1248.87
29470,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,196.0
29471,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,Boardwalk,False,Pond Loop,265.93
29472,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,811.39
29473,PT,Hyland,Bloomington,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,353.49
29474,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,,False,,23.8
29475,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,18.69
29476,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,400.29
29477,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1022.64
29478,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,374.97
29479,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,152.29
29482,PT,Hyland,Bloomington,Gravel,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,304.81
29485,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,593.29
29486,PT,Hyland,Bloomington,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,171.86
29487,PT,Hyland,Bloomington,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,566.03
29488,PT,Hyland,Bloomington,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,564.7
29490,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,513.95
29491,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,,False,,41.69
29492,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,,False,,19.82
29493,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,,False,,31.46
29495,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,911.28
29496,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,1374.46
29497,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,200.04
29498,PT,Hyland,Bloomington,Dock/Pier,12.0,Boardwalk,,False,,168.54
29499,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Pond Loop,181.64
29500,PT,Hyland,Bloomington,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Pond Loop,517.94
29501,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,938.48
29502,PT,Hyland,Bloomington,Mowed,15.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Muskrat Trail,820.21
29505,PT,Hyland,Bloomington,Concrete,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,220.54
29507,PT,Hyland,Bloomington,Concrete,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,148.15
29512,PT,Hyland,Bloomington,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,58.62
29513,PT,Hyland,Bloomington,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,149.28
29514,PT,Not In Park,Bloomington,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,98.37
29515,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,59.58
29516,PT,Hyland,Bloomington,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit, Snowmaking",False,,1527.0
29517,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit, Snowmaking",False,,180.08
29518,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,608.59
29519,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,2134.17
29520,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,254.86
29521,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1039.61
29522,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1267.23
